view,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99
neural_fold0_seed17_all_control_common,all,eu-locality-119,5639,28.608213106253697,28.946880038043894,1.1699600486998918,114.31522229375783,201.6878989025234
neural_fold0_seed17_all_control_common,all,eu-locality-124,3550,41.74353615036758,42.613481942133895,2.04148018917496,182.0860614167659,333.55000293878123
neural_fold0_seed17_all_control_common,easy,eu-locality-007,2133,1.790348615545667,1.8525004364762494,3.35502328133348,4.288088656280086,4.762239314000869
neural_fold0_seed17_all_control_common,easy,eu-locality-008,52276,2.1486885814548318,2.3343046202023725,7.951663083777339,4.32619680270143,4.714354584597162
neural_fold0_seed17_all_control_common,easy,eu-locality-020,695,1.6370473185943342,1.6834998531827923,2.7592835544734906,4.272902529712657,4.652831970726819
neural_fold0_seed17_all_control_common,easy,eu-locality-048,2050,2.113301826620118,2.2919612794697164,7.795046733552768,4.348689395981964,4.737764375542779
neural_fold0_seed17_all_control_common,easy,eu-locality-067,1508,2.016247860666066,2.126958008841005,5.2050932700484225,4.326646187803056,4.666479325774553
neural_fold0_seed17_all_control_common,easy,eu-locality-110,2579,2.106018042972152,2.356118809479549,10.614947153817045,4.145112911275166,4.6863952880599795
neural_fold0_seed17_all_control_common,easy,eu-locality-119,1658,2.1594022818494194,2.3455260977767742,7.935269452076177,4.227742661268482,4.682972108251527
neural_fold0_seed17_all_control_common,easy,eu-locality-124,1006,2.3736024502242734,2.5758364727079335,7.851198033198703,4.405230366242997,4.737569195346084
neural_fold0_seed17_all_control_common,hard,eu-locality-007,1023,40.010112848862306,41.40975627894383,3.379984708563044,80.4687667552242,113.52879990754471
neural_fold0_seed17_all_control_common,hard,eu-locality-008,36762,51.75792632162516,52.67518424564873,1.741347348204747,122.55730703135364,209.94397425906794
neural_fold0_seed17_all_control_common,hard,eu-locality-020,47,37.331050742960066,37.60165778915696,0.7196678606945062,59.47714101421315,69.16719818649797
neural_fold0_seed17_all_control_common,hard,eu-locality-048,2992,56.32659963364092,57.46856971561877,1.9871211126862076,125.13430719286613,200.46465401059055
neural_fold0_seed17_all_control_common,hard,eu-locality-067,2806,56.30599715024221,58.07941434406488,3.053435048977715,130.83459135326302,207.56503644827586
neural_fold0_seed17_all_control_common,hard,eu-locality-110,2743,78.03289388602744,79.7697476849151,2.177333950895921,223.68926781101248,399.99690515787086
neural_fold0_seed17_all_control_common,hard,eu-locality-119,1895,70.33049708656755,70.83322967903267,0.709741169142164,177.35436104322963,275.16663244604706
neural_fold0_seed17_all_control_common,hard,eu-locality-124,1362,97.12910088446736,98.83231481672954,1.7233370840504358,274.30204243415096,452.5517041469119
neural_fold0_seed17_all_treatment_common,all,eu-locality-007,5526,13.324052066384501,13.731098649130566,2.9644137963558914,44.853057178213376,78.0568218942716
neural_fold0_seed17_all_treatment_common,all,eu-locality-008,157961,17.75934428514455,18.214515006924465,2.4989450534745328,62.99870702844337,129.10221851980813
neural_fold0_seed17_all_treatment_common,all,eu-locality-020,1225,6.4355043583114115,6.529874789510041,1.4452104250181175,20.840106881217874,42.958840384020256
neural_fold0_seed17_all_treatment_common,all,eu-locality-048,8058,26.07448220218613,26.698045849916497,2.335615315202244,88.2274736380674,159.1891173653969
neural_fold0_seed17_all_treatment_common,all,eu-locality-067,6903,28.16402750621394,29.011553933538778,2.921341025945723,91.76020231427337,168.12420050513032
neural_fold0_seed17_all_treatment_common,all,eu-locality-110,8550,29.71199452956864,30.697946977148565,3.211786274547501,119.85599881537743,262.65317121076254
neural_fold0_seed17_all_treatment_common,all,eu-locality-119,5639,28.611980776892644,28.946880038043894,1.156944239624802,114.31522229375783,201.6878989025234
neural_fold0_seed17_all_treatment_common,all,eu-locality-124,3550,41.720304590540636,42.613481942133895,2.09599711379167,182.80259922586131,333.55000293878123
neural_fold0_seed17_all_treatment_common,easy,eu-locality-007,2133,1.7892745254700042,1.8525004364762494,3.4130038385583816,4.2726695254370055,4.757717725085546
neural_fold0_seed17_all_treatment_common,easy,eu-locality-008,52276,2.1516992961098196,2.3343046202023725,7.822686144395408,4.326878081247598,4.717159265630691
neural_fold0_seed17_all_treatment_common,easy,eu-locality-020,695,1.638097935204023,1.6834998531827923,2.6968768600088233,4.272902529712657,4.652831970726819
neural_fold0_seed17_all_treatment_common,easy,eu-locality-048,2050,2.1137839286250872,2.2919612794697164,7.774012259310659,4.348689395981964,4.737764375542779
neural_fold0_seed17_all_treatment_common,easy,eu-locality-067,1508,2.01858753072448,2.126958008841005,5.095092506108134,4.324303976989682,4.669750317456567
neural_fold0_seed17_all_treatment_common,easy,eu-locality-110,2579,2.1063017445549814,2.356118809479549,10.602906097920872,4.152546627992886,4.6863952880599795
neural_fold0_seed17_all_treatment_common,easy,eu-locality-119,1658,2.1635172822562803,2.3455260977767742,7.75982905042124,4.227742661268482,4.7016729819950145
neural_fold0_seed17_all_treatment_common,easy,eu-locality-124,1006,2.372674049600186,2.5758364727079335,7.887240718125488,4.405230366242997,4.758637347028457
neural_fold0_seed17_all_treatment_common,hard,eu-locality-007,1023,39.85666298819706,41.40975627894383,3.7505492190894496,80.76034926341447,113.52879990754471
neural_fold0_seed17_all_treatment_common,hard,eu-locality-008,36762,51.623940263105936,52.67518424564873,1.9957101196653726,122.25347555627937,210.0652429601103
neural_fold0_seed17_all_treatment_common,hard,eu-locality-020,47,37.331050742960066,37.60165778915696,0.7196678606945062,59.47714101421315,69.16719818649797
neural_fold0_seed17_all_treatment_common,hard,eu-locality-048,2992,56.2244117732954,57.46856971561877,2.1649363269001465,125.13430719286613,200.46465401059055
neural_fold0_seed17_all_treatment_common,hard,eu-locality-067,2806,56.270766893538756,58.07941434406488,3.11409381611808,131.50085187164876,207.56503644827586
neural_fold0_seed17_all_treatment_common,hard,eu-locality-110,2743,77.86826230004137,79.7697476849151,2.3837174368213754,222.99418330920503,399.99690515787086
neural_fold0_seed17_all_treatment_common,hard,eu-locality-119,1895,70.32670569263118,70.83322967903267,0.7150937331203311,177.35436104322963,275.16663244604706
neural_fold0_seed17_all_treatment_common,hard,eu-locality-124,1362,97.0817339228116,98.83231481672954,1.771263677436019,274.30204243415096,452.5517041469119
neural_fold0_seed17_all_treatment_at_control,all,eu-locality-007,5526,13.354403262519545,13.731098649130566,2.743373973464769,44.91724785634503,78.0568218942716
neural_fold0_seed17_all_treatment_at_control,all,eu-locality-008,157961,17.791225064862633,18.214515006924465,2.3239155250683985,63.06966948036253,129.23786012129284
neural_fold0_seed17_all_treatment_at_control,all,eu-locality-020,1225,6.4355043583114115,6.529874789510041,1.4452104250181175,20.840106881217874,42.958840384020256
neural_fold0_seed17_all_treatment_at_control,all,eu-locality-048,8058,26.11502216685778,26.698045849916497,2.1837691280335414,88.2794167355785,159.1891173653969
neural_fold0_seed17_all_treatment_at_control,all,eu-locality-067,6903,28.206616305771856,29.011553933538778,2.7745415830221165,92.16630337761292,168.12420050513032
neural_fold0_seed17_all_treatment_at_control,all,eu-locality-110,8550,29.75787912669983,30.697946977148565,3.0623150504120566,120.12498190082232,262.65317121076254
neural_fold0_seed17_all_treatment_at_control,all,eu-locality-119,5639,28.613289796809042,28.946880038043894,1.1524220945277164,114.31522229375783,201.6878989025234
neural_fold0_seed17_all_treatment_at_control,all,eu-locality-124,3550,41.74457112241019,42.613481942133895,2.0390514459804554,182.80259922586131,333.55000293878123
neural_fold0_seed17_all_treatment_at_control,easy,eu-locality-007,2133,1.7906804757426098,1.8525004364762494,3.3371091048826407,4.2726695254370055,4.757717725085546
neural_fold0_seed17_all_treatment_at_control,easy,eu-locality-008,52276,2.1506516649968117,2.3343046202023725,7.8675659387436365,4.328128378666388,4.715172682677547
neural_fold0_seed17_all_treatment_at_control,easy,eu-locality-020,695,1.638097935204023,1.6834998531827923,2.6968768600088233,4.272902529712657,4.652831970726819
neural_fold0_seed17_all_treatment_at_control,easy,eu-locality-048,2050,2.113718579869958,2.2919612794697164,7.776863474805207,4.348689395981964,4.734895851892723
neural_fold0_seed17_all_treatment_at_control,easy,eu-locality-067,1508,2.0169836387789957,2.126958008841005,5.170500292195945,4.324303976989682,4.666479325774553
neural_fold0_seed17_all_treatment_at_control,easy,eu-locality-110,2579,2.1064973900588186,2.356118809479549,10.594602378131778,4.152546627992886,4.6863952880599795
neural_fold0_seed17_all_treatment_at_control,easy,eu-locality-119,1658,2.1614294617516934,2.3455260977767742,7.848841937831274,4.232629992438416,4.695634157724428
