model,dataset,subset,horizon,FDE,ADE,baseline_FDE,baseline_ADE,improvement,episodes,alpha,residual_magnitude,physical_validity,trial_id,alpha_regularization,residual_clip,hard_failure_weight,t100_weight,interaction_mode,scene_goal_mode
scene_goal_interaction_full,aerialmpt,all,1,0.538483,0.538483,0.514499,0.514499,-0.046615,8,0.75,0.037441,0.962559,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,all,5,2.754975,2.754975,2.7401,2.7401,-0.005429,8,0.75,0.037307,0.962693,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,all,10,4.191212,4.191212,4.176528,4.176528,-0.003516,7,0.75,0.037331,0.962669,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,baseline_failure,1,0.538483,0.538483,0.514499,0.514499,-0.046615,8,0.75,0.037441,0.962559,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,baseline_failure,5,2.754975,2.754975,2.7401,2.7401,-0.005429,8,0.75,0.037307,0.962693,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,baseline_failure,10,4.191212,4.191212,4.176528,4.176528,-0.003516,7,0.75,0.037331,0.962669,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,ge5,1,0.538483,0.538483,0.514499,0.514499,-0.046615,8,0.75,0.037441,0.962559,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,ge5,5,2.754975,2.754975,2.7401,2.7401,-0.005429,8,0.75,0.037307,0.962693,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,ge5,10,4.191212,4.191212,4.176528,4.176528,-0.003516,7,0.75,0.037331,0.962669,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,goalbench_official,1,0.538483,0.538483,0.514499,0.514499,-0.046615,8,0.75,0.037441,0.962559,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,goalbench_official,5,2.754975,2.754975,2.7401,2.7401,-0.005429,8,0.75,0.037307,0.962693,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,goalbench_official,10,4.191212,4.191212,4.176528,4.176528,-0.003516,7,0.75,0.037331,0.962669,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,hard,1,0.538483,0.538483,0.514499,0.514499,-0.046615,8,0.75,0.037441,0.962559,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,hard,5,2.754975,2.754975,2.7401,2.7401,-0.005429,8,0.75,0.037307,0.962693,10,low,0.05,1,1,none,none
scene_goal_interaction_full,aerialmpt,hard,10,4.191212,4.191212,4.176528,4.176528,-0.003516,7,0.75,0.037331,0.962669,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,all,1,0.312166,0.312166,0.299653,0.299653,-0.041757,30,0.75,0.036601,0.963399,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,all,5,1.540004,1.540004,1.529704,1.529704,-0.006733,28,0.75,0.037304,0.962696,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,all,10,3.08032,3.08032,3.077245,3.077245,-0.000999,25,0.75,0.037101,0.962899,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,baseline_failure,1,0.312574,0.312574,0.300267,0.300267,-0.040988,28,0.75,0.036536,0.963464,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,baseline_failure,5,1.581765,1.581765,1.571979,1.571979,-0.006225,26,0.75,0.037289,0.962711,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,baseline_failure,10,3.210939,3.210939,3.208317,3.208317,-0.000817,23,0.75,0.037066,0.962934,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,easy,1,0.427195,0.427195,0.410458,0.410458,-0.040776,3,0.75,0.032898,0.967102,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,easy,5,1.97174,1.97174,1.962682,1.962682,-0.004615,3,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,easy,10,3.965635,3.965635,3.960468,3.960468,-0.001304,3,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,ge5,1,0.283439,0.283439,0.270747,0.270747,-0.046878,20,0.75,0.036526,0.963474,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,ge5,5,1.392838,1.392838,1.382494,1.382494,-0.007482,20,0.75,0.037226,0.962774,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,ge5,10,2.779506,2.779506,2.776366,2.776366,-0.001131,19,0.75,0.036975,0.963025,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,goalbench_official,1,0.312166,0.312166,0.299653,0.299653,-0.041757,30,0.75,0.036601,0.963399,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,goalbench_official,5,1.540004,1.540004,1.529704,1.529704,-0.006733,28,0.75,0.037304,0.962696,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,goalbench_official,10,3.08032,3.08032,3.077245,3.077245,-0.000999,25,0.75,0.037101,0.962899,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,hard,1,0.308855,0.308855,0.296464,0.296464,-0.041796,27,0.75,0.037012,0.962988,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,hard,5,1.524014,1.524014,1.513668,1.513668,-0.006835,25,0.75,0.037281,0.962719,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy,hard,10,3.02973,3.02973,3.026775,3.026775,-0.000977,22,0.75,0.037046,0.962954,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,all,1,0.357924,0.357924,0.346507,0.346507,-0.032951,154,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,all,5,1.61377,1.61377,1.604352,1.604352,-0.00587,132,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,all,10,2.683851,2.683851,2.674885,2.674885,-0.003352,104,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,all,25,2.480508,2.480508,2.466785,2.466785,-0.005563,43,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,all,50,2.850774,2.850774,2.821185,2.821185,-0.010488,21,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,baseline_failure,1,0.357924,0.357924,0.346507,0.346507,-0.032951,154,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,baseline_failure,5,1.61377,1.61377,1.604352,1.604352,-0.00587,132,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,baseline_failure,10,2.683851,2.683851,2.674885,2.674885,-0.003352,104,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,baseline_failure,25,2.480508,2.480508,2.466785,2.466785,-0.005563,43,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,baseline_failure,50,2.850774,2.850774,2.821185,2.821185,-0.010488,21,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,ge5,1,0.357924,0.357924,0.346507,0.346507,-0.032951,154,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,ge5,5,1.61377,1.61377,1.604352,1.604352,-0.00587,132,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,ge5,10,2.683851,2.683851,2.674885,2.674885,-0.003352,104,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,ge5,25,2.480508,2.480508,2.466785,2.466785,-0.005563,43,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,ge5,50,2.850774,2.850774,2.821185,2.821185,-0.010488,21,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,goalbench_official,1,0.357924,0.357924,0.346507,0.346507,-0.032951,154,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,goalbench_official,5,1.61377,1.61377,1.604352,1.604352,-0.00587,132,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,goalbench_official,10,2.683851,2.683851,2.674885,2.674885,-0.003352,104,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,goalbench_official,25,2.480508,2.480508,2.466785,2.466785,-0.005563,43,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,goalbench_official,50,2.850774,2.850774,2.821185,2.821185,-0.010488,21,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,hard,1,0.357924,0.357924,0.346507,0.346507,-0.032951,154,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,hard,5,1.61377,1.61377,1.604352,1.604352,-0.00587,132,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,hard,10,2.683851,2.683851,2.674885,2.674885,-0.003352,104,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,hard,25,2.480508,2.480508,2.466785,2.466785,-0.005563,43,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,hard,50,2.850774,2.850774,2.821185,2.821185,-0.010488,21,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap,verified_t50,50,2.850774,2.850774,2.821185,2.821185,-0.010488,21,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,all,1,0.583911,0.583911,0.60757,0.60757,0.03894,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,all,5,2.913649,2.913649,2.937948,2.937948,0.008271,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,all,10,5.541312,5.541312,5.566892,5.566892,0.004595,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,all,25,5.796616,5.796616,5.813266,5.813266,0.002864,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,all,50,4.29597,4.29597,4.312465,4.312465,0.003825,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,all,100,5.887756,5.887756,5.923605,5.923605,0.006052,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,easy,1,0.583911,0.583911,0.60757,0.60757,0.03894,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,easy,5,2.913649,2.913649,2.937948,2.937948,0.008271,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,easy,10,5.541312,5.541312,5.566892,5.566892,0.004595,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,easy,25,5.796616,5.796616,5.813266,5.813266,0.002864,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,easy,50,4.29597,4.29597,4.312465,4.312465,0.003825,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,easy,100,5.887756,5.887756,5.923605,5.923605,0.006052,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,ge5,1,0.583911,0.583911,0.60757,0.60757,0.03894,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,ge5,5,2.913649,2.913649,2.937948,2.937948,0.008271,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,ge5,10,5.541312,5.541312,5.566892,5.566892,0.004595,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,ge5,25,5.796616,5.796616,5.813266,5.813266,0.002864,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,ge5,50,4.29597,4.29597,4.312465,4.312465,0.003825,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,ge5,100,5.887756,5.887756,5.923605,5.923605,0.006052,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,verified_t100,100,5.887756,5.887756,5.923605,5.923605,0.006052,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,eth_ucy_ewap_stage14,verified_t50,50,4.29597,4.29597,4.312465,4.312465,0.003825,13,0.75,0.0375,0.9625,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,all,1,0.303118,0.303118,0.291144,0.291144,-0.041129,30,0.75,0.03712,0.96288,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,all,5,1.427018,1.427018,1.422272,1.422272,-0.003337,30,0.75,0.036854,0.963146,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,all,10,2.833404,2.833404,2.832472,2.832472,-0.000329,30,0.75,0.037465,0.962535,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,baseline_failure,1,0.303118,0.303118,0.291144,0.291144,-0.041129,30,0.75,0.03712,0.96288,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,baseline_failure,5,1.427018,1.427018,1.422272,1.422272,-0.003337,30,0.75,0.036854,0.963146,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,baseline_failure,10,2.833404,2.833404,2.832472,2.832472,-0.000329,30,0.75,0.037465,0.962535,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,ge5,1,0.303118,0.303118,0.291144,0.291144,-0.041129,30,0.75,0.03712,0.96288,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,ge5,5,1.427018,1.427018,1.422272,1.422272,-0.003337,30,0.75,0.036854,0.963146,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,ge5,10,2.833404,2.833404,2.832472,2.832472,-0.000329,30,0.75,0.037465,0.962535,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,goalbench_official,1,0.303118,0.303118,0.291144,0.291144,-0.041129,30,0.75,0.03712,0.96288,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,goalbench_official,5,1.427018,1.427018,1.422272,1.422272,-0.003337,30,0.75,0.036854,0.963146,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,goalbench_official,10,2.833404,2.833404,2.832472,2.832472,-0.000329,30,0.75,0.037465,0.962535,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,hard,1,0.303118,0.303118,0.291144,0.291144,-0.041129,30,0.75,0.03712,0.96288,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,hard,5,1.427018,1.427018,1.422272,1.422272,-0.003337,30,0.75,0.036854,0.963146,10,low,0.05,1,1,none,none
scene_goal_interaction_full,trajnet,hard,10,2.833404,2.833404,2.832472,2.832472,-0.000329,30,0.75,0.037465,0.962535,10,low,0.05,1,1,none,none
